Company,Name,Ref,Review.Date,Cocoa.Percent,Company.Location,Rating,Broad.Bean.Origin,Bean.Type,Bar.Price
Fossa,"Camino Verde P., Balao, Guayas",1776,2016,81,Singapore,3.5,Ecuador,,0.81
Franceschi,Canoabo,911,2012,75,Venezuela,3.75,Venezuela,,0.91
Franceschi,Choroni,1355,2014,59,Venezuela,3.5,Venezuela,,1.2
Franceschi,Ocumare,1355,2014,67,Venezuela,3.75,Venezuela,,1.1
Franceschi,Sur del Lago,915,2012,53,Venezuela,3.5,Venezuela,,0.71
Frederic Blondeel,Madagascar,1351,2014,55,Belgium,3.5,Madagascar,,0.81
Frederic Blondeel,Peru Brutus,1538,2015,82,Belgium,3.5,Peru,,0.91
Frederic Blondeel,Ghana,1351,2014,78,Belgium,3.5,Ghana,,0.91
Frederic Blondeel,Costa Rica,1538,2015,78,Belgium,3.5,Costa Rica,,0.91
Frederic Blondeel,Vietnam,1542,2015,61,Belgium,3,Vietnam,Trinitario,0.81
French Broad,La Red,785,2011,57,U.S.A.,3.5,Dominican Republic,,0.81
French Broad,"Palo Blanco, Chulucanas",1042,2013,56,U.S.A.,3.5,Peru,,0.81
French Broad,Tumbes Coop,883,2012,58,U.S.A.,2.5,Peru,Criollo,0.71
French Broad,"Palo Blanco w/ panela, Chulucanas",887,2012,65,U.S.A.,2,Peru,,0.91
French Broad,Guatemala,1634,2015,84,U.S.A.,3.5,Guatemala,,0.81
French Broad,Matagalpa,1295,2014,79,U.S.A.,3.25,Nicaragua,,0.71
French Broad,"Palo Blanco, Chulucanas",883,2012,82,U.S.A.,3.5,Peru,,0.81
French Broad,"Maranon Canyon, Fortunato No. 4",781,2011,50,U.S.A.,3.5,Peru,Forastero (Nacional),0.91
French Broad,San Andres,1209,2014,77,U.S.A.,3,Costa Rica,,0.91
Friis Holm (Bonnat),"Nicaliso, Xoco",623,2011,54,Denmark,3.5,Nicaragua,"Criollo, Trinitario",0.91
Friis Holm (Bonnat),"Barba, Xoco",1034,2013,71,Denmark,3.25,Nicaragua,,0.81
Friis Holm (Bonnat),La Dalia,1680,2015,53,Denmark,3.25,Nicaragua,,0.81
Friis Holm (Bonnat),La Dalia,1259,2014,56,Denmark,3.5,Nicaragua,,0.91
Friis Holm (Bonnat),"Johe, Xoco",623,2011,79,Denmark,3.25,Nicaragua,,0.91
Friis Holm (Bonnat),"Chuno, triple turned, Xoco",895,2012,70,Denmark,3.25,Nicaragua,,0.81
Friis Holm (Bonnat),"Chuno, Xoco",623,2011,54,Denmark,3.5,Nicaragua,,0.81
Friis Holm (Bonnat),"Red Mayan, Xoco",899,2012,59,Denmark,3.25,Honduras,"Criollo, Trinitario",0.91
Friis Holm (Bonnat),"Chuno, double turned, Xoco",899,2012,62,Denmark,3.25,Nicaragua,"Criollo, Trinitario",0.71
Friis Holm (Bonnat),"Medagla, Xoco",1034,2013,52,Denmark,3.5,Nicaragua,,1.2
Friis Holm (Bonnat),La Dalia,1680,2015,75,Denmark,3,Nicaragua,,0.71
Friis Holm (Bonnat),"Rugoso, Xoco",923,2012,78,Denmark,3.75,Nicaragua,,0.91
Fruition,La Red,1046,2013,65,U.S.A.,3.75,Dominican Republic,,0.91
Fruition,Peru,863,2012,83,U.S.A.,2.5,Peru,,0.71
Fruition,Gran Couva,1347,2014,54,U.S.A.,3.75,Trinidad,,0.91
Fruition,Signature Blend,753,2011,83,U.S.A.,3.25,Costa Rica,,0.91
Fruition,"Coto Brus, Heirloom, Batch 1",1780,2016,63,U.S.A.,4,Costa Rica,,0.91
Fruition,Camino Verde,1185,2013,52,U.S.A.,3,Ecuador,,0.81
Fruition,"Wild Bolivian, Batch 2",1780,2016,68,U.S.A.,3.75,Bolivia,,0.91
Fruition,Maranon,1359,2014,60,U.S.A.,3,Peru,Forastero (Nacional),0.71
Fruition,Costa Rica,781,2011,79,U.S.A.,3,Costa Rica,,0.81
Garden Island,"Kaua'I, Alea Estate +world",1367,2014,73,U.S.A.,2.5,Hawaii,,0.71
Georgia Ramon,Conacado Coop,1646,2015,76,Germany,3.5,Domincan Republic,,0.91
Georgia Ramon,ABOCFA Coop,1642,2015,64,Germany,4,Ghana,,0.81
Georgia Ramon,Akesson P.,1642,2015,71,Germany,3.25,Madagascar,,0.71
Georgia Ramon,Conacado Coop,1646,2015,80,Germany,3.5,Domincan Republic,Trinitario,0.81
Georgia Ramon,Akesson P.,1646,2015,60,Germany,3.5,Madagascar,Trinitario,1.1
Glennmade,Bahia,1672,2015,79,U.S.A.,3,Brazil,"Trinitario, Forastero",0.71
Glennmade,"Toledo District, 2015 Harvest",1848,2016,69,U.S.A.,3.5,Belize,,0.81
Grand Place,"Ben Tre, Dong Nai",741,2011,63,Vietnam,3,Vietnam,Trinitario,0.81
Green & Black's (ICAM),Dark,15,2006,67,U.K.,2.5,,,0.81
Grenada Chocolate Co.,Grenada,494,2010,58,Grenada,3.25,Grenada,,0.81
Grenada Chocolate Co.,Grenada,363,2009,79,Grenada,2.75,Grenada,,0.91
Grenada Chocolate Co.,Grenada,241,2008,59,Grenada,2.5,Grenada,,0.91
Guido Castagna,Blend,355,2009,56,Italy,3.25,"Ven, Trinidad, Ecuador",,0.91
Guido Castagna,Ghana,355,2009,77,Italy,3,Ghana,,0.81
Guido Castagna,Lacri Blend,355,2009,76,Italy,3,Venezuela,,0.91
Guido Castagna,Arriba,355,2009,69,Italy,3,Ecuador,Forastero (Arriba) ASS,0.81
Guido Castagna,Trinidad & Tobago,355,2009,64,Italy,3,"Trinidad, Tobago",,1.1
Guittard,Onyx,654,2011,66,U.S.A.,3.25,,,0.91
Guittard,Haiti,1053,2013,65,U.S.A.,2.75,Haiti,,0.71
Guittard,Special Maker Reserve,276,2008,55,U.S.A.,3,,,0.71
Guittard,Machu Pichu,259,2008,79,U.S.A.,3,Peru,,0.71
Guittard,"Los Rios, Quevedo",93,2006,85,U.S.A.,3.5,Ecuador,,0.71
Guittard,Semisweet,99,2006,50,U.S.A.,3,,,0.71
Guittard,Coucher du Soleil,654,2011,65,U.S.A.,2.75,,,0.91
Guittard,Quetzalcoatl,147,2007,58,U.S.A.,3.5,,,0.71
Guittard,Tsaranta,93,2006,59,U.S.A.,3.5,,,0.71
Guittard,Nicaragua,1053,2013,79,U.S.A.,2.75,Nicaragua,,0.91
Guittard,"O'ahu, N. Shore, Waialua E., Kakoleka",316,2009,65,U.S.A.,3,Hawaii,,0.81
Guittard,"Epique, Blend No. 49",1602,2015,58,U.S.A.,3.75,,,
Guittard,"Sambirano, Ambanja",87,2006,50,U.S.A.,3.5,Madagascar,"Criollo, +",
Guittard,Ecuador,1053,2013,62,U.S.A.,3.5,Ecuador,,0.91
Guittard,Nocturne,387,2009,62,U.S.A.,3,,,0.91
Guittard,Complexite,387,2009,78,U.S.A.,3.5,,Blend,1.3
Guittard,Chucuri,15,2006,74,U.S.A.,3,Colombia,Trinitario,1.2
Guittard,Lever du Soleil,654,2011,76,U.S.A.,3.25,,,0.81
Guittard,Trinidad,552,2010,51,U.S.A.,3,Trinidad,Trinitario,0.81
Guittard,Ocumare,276,2008,75,U.S.A.,3.5,Venezuela,,0.81
Guittard,Jamaica,1053,2013,70,U.S.A.,3.25,Jamaica,Trinitario,0.71
Guittard,Sur del Lago,87,2006,83,U.S.A.,2.5,Venezuela,"Trinitario, Criollo",0.71
Habitual,Downtown London,1201,2014,74,Canada,2.75,,,0.71
Habitual,Dominican Republic,1197,2014,52,Canada,3.25,Dominican Republic,,0.91
Habitual,Campesino w/ nibs,1197,2014,74,Canada,2.75,,,0.71
Habitual,one hundred,1205,2014,60,Canada,2,,,0.71
Habitual,Sharkey,1201,2014,58,Canada,3.25,Hawaii,,0.81
Habitual,Papua New Guinea,1197,2014,65,Canada,2.75,Papua New Guinea,,0.81
Habitual,Amazonas,1201,2014,54,Canada,3,,,0.81
Habitual,Trinitario,1197,2014,65,Canada,3.5,,Trinitario,
Habitual,Africa meets Latina,1201,2014,66,Canada,3,,,0.71
Hachez,Arriba,166,2007,55,Germany,2.5,Ecuador,,0.71
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,67,Ecuador,2.75,Ecuador,,0.81
Hacienda El Castillo,Don Homero- Cerecita Valley,1327,2014,57,Ecuador,3,Ecuador,,0.71
Haigh,South America and Africa,701,2011,50,Australia,3,"South America, Africa",,0.71
Harper Macaw,"Tome Acu E., Amazon Rainforest",1700,2015,57,U.S.A.,3.5,Brazil,,0.91
Harper Macaw,Brazil Blend,1696,2015,64,U.S.A.,3,Brazil,,0.71
Harper Macaw,"Vale do Juliana, w/ nibs",1808,2016,64,U.S.A.,3.25,Brazil,,1.1
Harper Macaw,"Vale do Juliana E., Atlantic Forest",1700,2015,52,U.S.A.,3.5,Brazil,,0.91
Heirloom Cacao Preservation (Brasstown),"Maya Mtn, Moho R., Toledo D., 2015",1748,2016,57,U.S.A.,3.25,Belize,,0.81
Heirloom Cacao Preservation (Fruition),"Cota Brus, Terciopelo, 2015",1748,2016,76,U.S.A.,3.5,Costa Rica,,0.91
Heirloom Cacao Preservation (Guittard),"Los Rios, Hacienda Limon, Orecao, 2014",1243,2014,51,U.S.A.,3.75,Ecuador,,0.91
Heirloom Cacao Preservation (Guittard),"Alto Beni, Upper Rio Beni, 2014",1239,2014,66,U.S.A.,3.5,Bolivia,"Amazon, ICS",
Heirloom Cacao Preservation (Guittard),"Wild Beni, Lower Rio Beni, Tranquilidad, 2014",1243,2014,72,U.S.A.,3,Bolivia,Beniano,0.91
Heirloom Cacao Preservation (Guittard),"Maunawili, O'ahu, Agri Research C., 2014",1243,2014,70,U.S.A.,3.75,Hawaii,,0.81
Heirloom Cacao Preservation (Manoa),"Maunawili, O'ahu, Agri Research C., 2015",1744,2016,58,U.S.A.,3.5,Hawaii,,
Heirloom Cacao Preservation (Millcreek),"Los Rios, Hacienda Limon, Orecao, 2015",1744,2016,59,U.S.A.,3.5,Ecuador,,0.71
Heirloom Cacao Preservation (Mindo),"Pinchincha, Mindo, Coop Nueva Esper., 2015",1748,2016,82,U.S.A.,3.5,Ecuador,EET,0.91
Heirloom Cacao Preservation (Zokoko),"Alto Beni, Upper Rio Beni, 2015",1744,2016,77,U.S.A.,3.75,Bolivia,,0.71
Heirloom Cacao Preservation (Zokoko),"Wild Beni, Lower Rio Beni, Tranquilidad, 2015",1744,2016,71,U.S.A.,4,Bolivia,Beniano,
hello cocoa,Venezuela,1462,2015,80,U.S.A.,3.5,Venezuela,,0.81
hello cocoa,Uganda,1458,2015,58,U.S.A.,2.75,Uganda,,0.81
hexx,Tanzania,1546,2015,60,U.S.A.,2.75,Tanzania,,0.71
hexx,Peru,1550,2015,60,U.S.A.,3.25,Peru,,0.91
hexx,Ecuador,1550,2015,64,U.S.A.,3.25,Ecuador,,0.81
hexx,Venezuela,1546,2015,79,U.S.A.,3,Venezuela,,0.91
hexx,Madagascar,1546,2015,85,U.S.A.,3,Madagascar,Trinitario,0.71
Hogarth,Conacado,1712,2016,67,New Zealand,3.25,Domincan Republic,,0.91
Hogarth,Gran Blanco,1712,2016,79,New Zealand,3.5,Peru,,0.91
Hogarth,Akesson's Estate,1712,2016,57,New Zealand,2.75,Madagascar,,0.81
Hogarth,Carenero Superior,1712,2016,69,New Zealand,2.75,Venezuela,Trinitario,0.91
Hoja Verde (Tulicorp),Arriba,414,2009,52,Ecuador,2,Ecuador,,0.81
Hoja Verde (Tulicorp),Arriba,414,2009,78,Ecuador,3,Ecuador,,0.81
Hoja Verde (Tulicorp),Arriba,414,2009,68,Ecuador,3.25,Ecuador,,0.81
Hoja Verde (Tulicorp),Manabi,414,2009,74,Ecuador,3.5,Ecuador,,0.91
Hoja Verde (Tulicorp),Manabi,414,2009,65,Ecuador,2.5,Ecuador,,0.71
Holy Cacao,San Martin,431,2009,78,Israel,3.5,Peru,,0.81
Holy Cacao,Gran Couva,1466,2015,70,Israel,3.5,Trinidad,,0.71
Holy Cacao,Mara,1466,2015,66,Israel,3.5,Venezuela,,0.81
Holy Cacao,Sambirano,1466,2015,59,Israel,3.5,Madagascar,,0.71
Holy Cacao,"Camino Verde P., Balao, Guayas",1466,2015,76,Israel,3.5,Ecuador,,
Holy Cacao,Hispaniola w/ nibs,431,2009,52,Israel,3.75,Dominican Republic,,
Holy Cacao,Hispaniola,431,2009,61,Israel,2.75,Dominican Republic,,1.3
Holy Cacao,Ivory Coast,431,2009,58,Israel,2.5,Ivory Coast,,0.71
Honest,"Ecuador, w/ nibs",1327,2014,58,South Africa,2.5,Ecuador,,0.71
Hotel Chocolat,"Marcial, single Cote, 2012",1030,2013,72,U.K.,4,St. Lucia,,0.91
Hotel Chocolat,"Pepiniere, single Cote",1654,2015,63,U.K.,2.75,St. Lucia,,0.81
Hotel Chocolat,"Island Growers, 2012, 120hr c.",1113,2013,82,U.K.,1.75,St. Lucia,Trinitario,0.81
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,1038,2013,63,U.K.,3.5,Vietnam,,0.81
Hotel Chocolat (Coppeneur),Sambirano,809,2012,55,U.K.,3.5,Madagascar,"Trinitario, Criollo",0.71
Hotel Chocolat (Coppeneur),Tanzania,296,2008,77,U.K.,2.75,Tanzania,,0.91
Hotel Chocolat (Coppeneur),Trinidad,1038,2013,70,U.K.,3,Trinidad,,0.71
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",1109,2013,79,U.K.,2.75,Peru,,0.81
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",623,2011,78,U.K.,3,St. Lucia,,0.81
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",1113,2013,54,U.K.,2.5,Ecuador,,0.91
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",623,2011,66,U.K.,3,Ecuador,,0.91
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",1113,2013,60,U.K.,2.75,Dominican Republic,,0.81
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",623,2011,72,U.K.,3.25,St. Lucia,Trinitario,0.81
Hotel Chocolat (Coppeneur),Santo Domingo,552,2010,57,U.K.,3,Dominican Republic,,0.71
Hotel Chocolat (Coppeneur),Uba Budo,300,2008,68,U.K.,3,Sao Tome,Forastero,0.71
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",1065,2013,70,U.K.,3.5,Ecuador,Forastero (Nacional),
Hotel Chocolat (Coppeneur),Chuao,600,2010,77,U.K.,2.75,Venezuela,Trinitario,
Hotel Chocolat (Coppeneur),St. Lucia,245,2008,59,U.K.,3,St. Lucia,,0.71
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",1065,2013,67,U.K.,3,Ecuador,Forastero (Nacional),0.91
Hotel Chocolat (Coppeneur),Ecuador,552,2010,70,U.K.,2.75,Ecuador,,0.91
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",1065,2013,81,U.K.,3,Madagascar,Trinitario,0.81
Hotel Chocolat (Coppeneur),Uganda,296,2008,75,U.K.,2.5,Uganda,Forastero,0.71
Hummingbird,Bolivia,1307,2014,54,Canada,3,Bolivia,,0.91
Hummingbird,Lam Dong,1542,2015,79,Canada,3.5,Vietnam,,0.81
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",1311,2014,66,Canada,3,Bolivia,"Criollo, Trinitario",0.81
Hummingbird,Zorzal Reserva w/ Charles Kerchner,1387,2014,56,Canada,3.5,Dominican Republic,,0.91
Hummingbird,Amazonas,1097,2013,83,Canada,3.75,Venezuela,,0.71
Hummingbird,"Ocumare, Cumboto",1097,2013,76,Canada,3.25,Venezuela,"Trinitario, Criollo",0.81
Hummingbird,Hispaniola,1311,2014,59,Canada,3.75,Dominican Republic,Trinitario,0.71
Hummingbird,Momotombo,1311,2014,56,Canada,3,Nicaragua,Trinitario,
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",737,2011,71,Switzerland,4,Venezuela,,0.71
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",733,2011,79,Switzerland,3.75,Venezuela,Criollo,0.71
Idilio (Felchlin),"Chuao, Venezuela",1085,2013,76,Switzerland,3.75,Venezuela,,0.91
Idilio (Felchlin),Coopertiva Amazona,725,2011,57,Switzerland,3.75,Venezuela,,0.71
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",725,2011,77,Switzerland,3.75,Venezuela,,0.81
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",737,2011,59,Switzerland,4,Venezuela,,0.71
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",737,2011,79,Switzerland,3.5,Venezuela,,0.91
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",729,2011,65,Switzerland,3.25,Venezuela,,0.71
Idilio (Felchlin),Coopertiva Amazona w/ nibs,737,2011,66,Switzerland,4,Venezuela,Criollo,
Idilio (Felchlin),"Porcelana, Zulia",733,2011,72,Switzerland,4,Venezuela,Criollo,0.71
Indah,India (south),1788,2016,65,India,2.5,India,,0.71
Indaphoria,"Conacado, Manifesto",907,2012,50,U.S.A.,2.75,Dominican Republic,,0.91
Indaphoria,La Red,821,2012,51,U.S.A.,3.25,Dominican Republic,,0.71
Indi,Honduras,1255,2014,64,U.S.A.,3,Honduras,,0.91
iQ Chocolate,"Satipo region, white label",943,2012,68,Scotland,2.75,Peru,,0.81
iQ Chocolate,black label,943,2012,61,Scotland,3,Peru,,0.81
Isidro,Dominican Republic,1279,2014,82,U.S.A.,3.25,Dominican Republic,,0.91
Isidro,Belize,1279,2014,74,U.S.A.,3.25,Belize,Trinitario,0.71
Isidro,Madagascar,1275,2014,58,U.S.A.,3.5,Madagascar,Trinitario,
Isidro,Peru,1279,2014,50,U.S.A.,2.25,Peru,,
Izard,"Elvesia P., Batch 32",1546,2015,64,U.S.A.,2.75,Dominican Republic,,0.71
Izard,"Maya Mountain, Toledo, Batch 29",1542,2015,69,U.S.A.,3.5,Belize,,0.91
Jacque Torres,Trinatario Treasure,5,2006,83,U.S.A.,2,Ghana,Trinitario,0.81
Jordis,Madagascar,1534,2015,81,Czechoslovakia,2.75,Madagascar,,0.91
Just Good Chocolate,Belize,1375,2014,58,U.S.A.,3.5,Belize,,0.91
Just Good Chocolate,Peru,1375,2014,80,U.S.A.,4,Peru,,0.91
Just Good Chocolate,Madagascar,1375,2014,70,U.S.A.,3.5,Madagascar,Trinitario,0.91
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",1061,2013,69,Domincan Republic,3.5,Dominican Republic,,0.91
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,65,Domincan Republic,3,Dominican Republic,,0.71
Kah Kow,"Rizek Cacao, Domin. Rep.",1069,2013,62,Domincan Republic,3.25,Dominican Republic,,0.81
Kah Kow,"Rizek Cacao, Domin. Rep.",1073,2013,85,Domincan Republic,3.25,Dominican Republic,,0.81
Kakao,Peru,837,2012,85,Germany,2.5,Peru,,0.81
Kakao,Vanuatu,387,2009,52,Germany,3.75,Vanuatu,Trinitario,0.91
Kallari (Ecuatoriana),Sisa's Secret/ original micro,241,2008,57,Ecuador,3.5,Ecuador,,0.71
Kallari (Ecuatoriana),Roberto,245,2008,68,Ecuador,2.75,Ecuador,,0.91
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,248,2008,50,Ecuador,3,Ecuador,,0.81
Kallari (Ecuatoriana),Cacao Nacional W.F.,269,2008,82,Ecuador,3,Ecuador,,0.71
Kallari (Ecuatoriana),Cacao Nacional W.F.,263,2008,62,Ecuador,2.5,Ecuador,,0.81
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,241,2008,56,Ecuador,3,Ecuador,,0.91
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,248,2008,63,Ecuador,2.75,Ecuador,,0.81
Kallari (Ecuatoriana),Diego/ original micro,248,2008,78,Ecuador,2.5,Ecuador,,1.2
Kaoka (Cemoi),Ecuador,423,2009,51,France,2.75,Ecuador,,0.71
Kaoka (Cemoi),Noir,404,2009,70,France,2.75,,,0.71
Kerchner,"La Red, Project Reserva, Guaconejo",1133,2013,53,U.S.A.,3.75,Dominican Republic,,0.71
Ki' Xocolatl,Dark,431,2009,74,Mexico,2,Mexico,,0.91
Kiskadee,"La Red, Guanconjeco",1251,2014,83,U.S.A.,3,Dominican Republic,,0.91
Kto,Elvesia,1426,2014,83,U.S.A.,3.25,Dominican Republic,,0.91
Kto,ROIG,1426,2014,71,U.S.A.,3.25,Dominican Republic,,0.71
Kto,San Martin,1422,2014,76,U.S.A.,2.5,Peru,,0.91
Kto,Belize,1426,2014,71,U.S.A.,3.25,Belize,Trinitario,0.91
Kto,Ocumare,1422,2014,53,U.S.A.,2.75,Venezuela,,
Kto,Belize,1422,2014,85,U.S.A.,3,Belize,Trinitario,1.1
Kto,Sambirano Valley,1422,2014,81,U.S.A.,3.25,Madagascar,Trinitario,0.91
K'ul,"Los Rios, Hacienda Limon, Heirloom",1852,2016,63,U.S.A.,3.75,Ecuador,,0.71
K'ul,"Maranon, Fortunato No. 4",1852,2016,52,U.S.A.,2.75,Peru,,0.81
K'ul,"Bahia, Fazenda Camboa",1852,2016,80,U.S.A.,3.75,Brazil,,0.81
K'ul,"Kafupbo, Petit Bourg, De Borgnes",1840,2016,75,U.S.A.,3.25,Haiti,,0.81
Kyya,Uganda,1359,2014,62,U.S.A.,2.5,Uganda,Forastero,0.81
Kyya,Ecuador,1363,2014,51,U.S.A.,2.5,Ecuador,,0.81
Kyya,Madagascar,1363,2014,69,U.S.A.,3,Madagascar,,0.91
Kyya,Hispaniola,1359,2014,58,U.S.A.,3,Dominican Republic,,0.71
L.A. Burdick (Felchlin),Chuao,927,2012,81,U.S.A.,3.75,Venezuela,Trinitario,0.91
L.A. Burdick (Felchlin),Dominican Republic,576,2010,69,U.S.A.,3.75,Dominican Republic,,0.91
L.A. Burdick (Felchlin),Peru,891,2012,56,U.S.A.,3.25,Peru,,0.91
L.A. Burdick (Felchlin),Bolivian,451,2009,69,U.S.A.,3,Bolivia,,0.81
L.A. Burdick (Felchlin),Quito,682,2011,72,U.S.A.,3.75,Ecuador,,0.91
L.A. Burdick (Felchlin),Brazil,891,2012,62,U.S.A.,4,Brazil,,0.91
L.A. Burdick (Felchlin),Venzuela,597,2010,75,U.S.A.,3,Venezuela,,0.71
L.A. Burdick (Felchlin),Grenada,576,2010,52,U.S.A.,3.25,Grenada,Trinitario,
L.A. Burdick (Felchlin),Madagascar,431,2009,58,U.S.A.,3.5,Madagascar,Trinitario,0.91
La Maison du Chocolat (Valrhona),Kuruba,439,2009,57,France,3,,,0.71
La Maison du Chocolat (Valrhona),Orinoco,445,2009,85,France,3.75,,,0.91
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",1189,2013,82,France,3.25,Ecuador,,0.91
La Maison du Chocolat (Valrhona),Tobago,1145,2013,73,France,3.25,Tobago,,0.71
La Maison du Chocolat (Valrhona),"Cuana, 2008",230,2008,55,France,3.5,"Ven., Indonesia, Ecuad.",Blend,0.91
La Maison du Chocolat (Valrhona),"Cuana, 2013",1121,2013,69,France,2.75,"Africa, Carribean, C. Am.",,0.71
La Maison du Chocolat (Valrhona),Grenada,741,2011,51,France,3.5,Grenada,,0.81
La Maison du Chocolat (Valrhona),Akosombo,346,2009,62,France,3.25,Ghana,Forastero,0.91
La Maison du Chocolat (Valrhona),Loma Sotavento,891,2012,67,France,3.5,Dominican Republic,,0.71
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",346,2009,75,France,3.5,Venezuela,Criollo (Porcelana),1.3
La Oroquidea,Peruvian Amazon,721,2011,65,Peru,2.5,Peru,,0.71
La Pepa de Oro,Vinces,713,2011,55,Ecuador,3.25,Ecuador,,0.71
Laia aka Chat-Noir,"Lam Dong, Batch 153",1642,2015,82,France,3.75,Vietnam,,0.81
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",1594,2015,55,France,3,Ivory Coast,,0.71
Laia aka Chat-Noir,"Sao Tome, Batch 151",1638,2015,73,France,3.5,Sao Tome,Forastero,0.81
Laia aka Chat-Noir,"Madagascar, Batch 59/100",1590,2015,75,France,2.75,Madagascar,Trinitario,0.91
Laia aka Chat-Noir,Cuba,1434,2014,52,France,2.75,Cuba,,0.71
Laia aka Chat-Noir,"Vietnam, Batch 50/100",1590,2015,50,France,2.75,Vietnam,,0.71
Laia aka Chat-Noir,"Peru, Batch 51/100",1590,2015,77,France,3.25,Peru,,0.71
Laia aka Chat-Noir,"Bahia, Batch 148",1642,2015,55,France,3.25,Brazil,,0.81
Laia aka Chat-Noir,Trinidad-Tobago,1438,2014,50,France,2.75,Trinidad-Tobago,,0.81
Laia aka Chat-Noir,"Cuba, Batch 59/100",1590,2015,84,France,3,Cuba,,
Lajedo do Ouro,Catongo,927,2012,77,Brazil,3.5,Brazil,Forastero (Catongo),1.3
Lake Champlain (Callebaut),Tanzania,327,2009,80,U.S.A.,2.5,Tanzania,,0.81
L'Amourette,Rugoso,1784,2016,78,U.S.A.,3.5,Nicaragua,,0.71
L'Amourette,Rio Caribe,833,2012,59,U.S.A.,3,Venezuela,,0.71
L'Amourette,Blend,853,2012,81,U.S.A.,3,"Peru, Ecuador, Venezuela",,0.91
L'Amourette,Carenero Superior,833,2012,81,U.S.A.,3,Venezuela,Trinitario,0.91
Letterpress,Kokoa Kamili,1566,2015,57,U.S.A.,3.5,Tanzania,,0.91
Letterpress,Beniamo,1562,2015,84,U.S.A.,3.25,Bolivia,,0.71
Letterpress,Maranura,1371,2014,56,U.S.A.,3.5,Peru,Forastero (Nacional),0.71
Letterpress,San Andres,1566,2015,55,U.S.A.,3,Costa Rica,,0.91
Letterpress,"La Red, Guaconejo",1566,2015,51,U.S.A.,3.25,Domincan Republic,,0.71
Letterpress,"San Juan Estate, Gran Couva",1562,2015,80,U.S.A.,3.5,Trinidad,Trinitario,1.3
Letterpress,Liberia,1728,2016,79,U.S.A.,3.25,Liberia,,0.71
Levy,Sambirano,1231,2014,77,Finland,3.5,Madagascar,,0.81
Lilla,Madagascar,1856,2016,67,Finland,3,Madagascar,Trinitario,0.91
Lillie Belle,Perfect Illusion,855,2012,55,U.S.A.,3.5,Peru,Criollo,0.81
Lillie Belle,Wild Thing,947,2012,53,U.S.A.,3.5,Bolivia,,0.91
Lillie Belle,La Selva,903,2012,69,U.S.A.,3.75,Peru,,0.81
Lillie Belle,Purple Haze,947,2012,74,U.S.A.,2.75,"Venezuela, Dom. Rep.",,0.91
Lillie Belle,"Bolivia, Wild Thing",903,2012,78,U.S.A.,3.5,Bolivia,Criollo,0.91
Lillie Belle,"The Other One, Grand Cru",947,2012,67,U.S.A.,3,Dominican Republic,,0.71
Lindt & Sprungli,Excellence (US Version),157,2007,65,Switzerland,3,,,0.91
Loiza,Puerto Rico,1049,2013,84,Puerto Rico,2.5,Puerto Rico,,0.91
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,76,U.S.A.,3.75,Hawaii,,0.91
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,50,U.S.A.,3.25,Hawaii,,0.81
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,61,U.S.A.,3,Hawaii,,0.81
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,54,U.S.A.,3.75,Hawaii,,0.91
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,83,U.S.A.,3.5,Hawaii,,1.1
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,U.S.A.,3,Hawaii,,0.91
Love Bar,Nicaragua,1502,2015,52,U.S.A.,2,Nicaragua,,1.3
