age,fnlwgt,edu.num,capital.gain,capital.loss,hours_week,native_country
36,214731,6,0,0,40,Denmark
86,265954,9,0,0,40,Denmark
78,197156,9,0,0,30,Denmark
83,162245,15,0,1628,70,Denmark
75,203070,9,0,0,40,Denmark
45,165695,10,0,0,40,Denmark
63,473040,3,0,0,40,Denmark
36,168107,13,0,0,40,Denmark
80,163494,6,0,0,30,Denmark
54,180342,13,0,0,40,Denmark
60,122381,10,0,1887,50,Denmark
39,148069,6,0,0,40,Denmark
67,200973,9,0,0,40,Denmark
94,130806,6,0,0,24,Denmark
36,117148,4,0,0,40,Denmark
42,213977,10,0,0,40,Denmark
39,134768,16,7688,0,40,Denmark
68,139338,8,0,0,40,Denmark
83,315877,13,0,0,30,Denmark
67,195124,9,0,0,50,Denmark
64,352057,9,0,0,65,Denmark
38,236684,10,0,0,8,Denmark
35,208447,8,0,0,6,Denmark
51,149640,10,0,0,40,Denmark
47,111177,13,25124,0,16,Denmark
78,154342,4,0,0,40,Denmark
75,141459,9,0,0,40,Denmark
92,111797,10,0,0,35,Denmark
48,111900,10,0,0,40,Denmark
91,78707,7,0,0,40,Denmark
51,160574,13,0,0,40,Denmark
84,174714,10,0,0,16,Denmark
76,62534,13,0,0,40,Denmark
54,216907,12,0,1848,40,Denmark
79,198148,10,0,0,30,Denmark
40,124265,10,0,0,40,Denmark
43,261059,6,2176,0,40,Denmark
98,208137,11,0,0,40,Denmark
77,257250,9,0,0,52,Denmark
43,147253,10,0,0,50,Denmark
63,244268,13,0,0,50,Denmark
83,213255,9,0,0,8,Denmark
49,266912,9,0,0,50,Denmark
61,169104,13,0,0,40,Denmark
38,200511,13,0,0,50,Denmark
46,128715,9,10520,0,40,Denmark
58,65535,9,0,0,50,Denmark
64,103395,10,0,0,45,Denmark
42,71046,10,0,0,45,Denmark
66,125442,9,0,0,40,Denmark
89,169188,9,0,0,20,Denmark
96,121471,13,0,0,40,Denmark
49,207281,10,0,0,16,Denmark
41,46097,13,0,0,40,Denmark
68,206671,10,1055,0,50,Denmark
75,98361,14,15024,0,50,Denmark
91,322143,13,0,0,10,Denmark
66,149184,9,0,0,60,Denmark
56,119829,9,0,0,60,Denmark
68,910398,13,0,0,40,Denmark
72,176570,7,0,0,60,Denmark
96,216129,13,0,0,50,Denmark
56,27207,7,0,0,45,Denmark
71,68830,9,0,0,50,Denmark
41,178818,10,0,0,20,Denmark
52,236944,9,0,0,40,Denmark
99,273771,9,0,0,40,Denmark
55,318533,9,0,0,35,Denmark
74,451940,9,0,0,40,Denmark
82,102318,9,0,0,40,Denmark
76,379350,6,0,0,40,Denmark
35,21095,10,0,0,40,Denmark
37,211547,8,0,0,52,Denmark
52,85272,12,0,0,30,Denmark
54,46406,14,0,0,36,Denmark
69,53833,9,0,0,40,Denmark
94,161007,13,0,0,30,Denmark
63,53707,9,0,0,40,Denmark
77,370119,15,99999,0,60,Denmark
95,310907,10,0,0,35,Denmark
79,375833,7,0,0,40,Denmark
37,107513,9,0,0,40,Denmark
78,58683,10,0,0,70,Denmark
64,179557,9,0,1977,45,Denmark
73,70240,9,0,0,40,Denmark
60,147206,10,0,0,40,Denmark
72,175548,9,0,0,35,Denmark
78,163174,15,0,0,35,Denmark
56,126010,9,0,0,40,Denmark
99,147876,13,15024,0,60,Denmark
86,428350,9,0,1740,40,Denmark
59,200904,12,0,0,21,Denmark
37,328466,7,2407,0,70,Denmark
37,258973,9,0,0,24,Denmark
65,345969,12,0,0,40,Denmark
86,127796,3,0,0,35,Denmark
77,405723,2,0,0,40,Denmark
98,175942,10,0,0,50,Denmark
68,284196,6,0,0,40,Denmark
47,89718,9,2202,0,48,Denmark
84,175761,13,0,0,60,Denmark
94,206369,9,5178,0,50,Denmark
42,158993,9,0,0,38,Denmark
43,285066,13,0,0,45,Denmark
96,126754,14,15024,0,40,Denmark
94,209280,14,6514,0,35,Denmark
83,52888,15,0,0,10,Denmark
76,133821,9,0,0,20,Denmark
84,240763,10,0,0,40,Denmark
61,39054,9,0,0,40,Denmark
87,119272,13,0,0,55,Denmark
48,143372,6,0,0,40,Denmark
71,323421,10,0,0,20,Denmark
85,136028,5,0,0,30,Denmark
76,163189,9,0,0,40,Denmark
46,202729,9,0,0,40,Denmark
58,421871,9,0,0,40,Denmark
56,120277,13,15024,0,50,Denmark
40,211798,9,0,0,40,Denmark
87,198901,9,0,0,48,Denmark
65,214617,10,0,0,16,Denmark
66,179715,6,0,0,18,Denmark
76,107231,9,0,2002,40,Denmark
71,110355,13,0,0,40,Denmark
55,184378,13,0,0,40,Denmark
49,273454,4,0,0,40,Denmark
41,443040,9,0,0,40,Denmark
79,71701,9,0,0,40,Denmark
97,160151,10,0,0,60,Denmark
49,107991,7,0,0,45,Denmark
88,94391,9,0,0,40,Denmark
83,99835,15,0,0,60,Denmark
56,43711,12,7688,0,40,Denmark
50,83756,10,0,0,50,Denmark
67,120914,4,2961,0,40,Denmark
43,180052,10,0,0,20,Denmark
93,170846,12,0,0,40,Denmark
58,37937,14,0,0,50,Denmark
41,168340,9,0,0,40,Denmark
86,38455,10,0,0,40,Denmark
39,128059,10,0,0,50,Denmark
77,420895,9,0,0,40,Denmark
45,166744,9,0,0,12,Denmark
51,238768,9,0,0,60,Denmark
83,176270,13,99999,0,60,Denmark
92,140592,9,0,0,40,Denmark
48,211466,9,0,0,80,Denmark
86,188540,9,0,1902,45,Denmark
46,39581,9,0,0,45,Denmark
77,171150,9,0,1887,50,Denmark
69,117496,5,0,0,36,Denmark
35,145160,16,0,0,40,Denmark
42,28520,9,0,0,40,Denmark
62,103851,7,1055,0,20,Denmark
35,375077,9,0,0,50,Denmark
47,281590,9,15024,0,40,Denmark
61,151504,10,0,0,50,Denmark
57,415287,9,0,1902,40,Denmark
97,32212,9,0,0,43,Denmark
77,123606,10,0,0,40,Denmark
66,202565,9,0,0,45,Denmark
91,177927,14,0,0,60,Denmark
81,256723,10,0,0,35,Denmark
51,46247,10,0,0,15,Denmark
35,266926,10,0,0,40,Denmark
93,112031,9,0,0,50,Denmark
55,376277,10,0,0,35,Denmark
92,168817,9,0,0,40,Denmark
45,187487,9,0,0,48,Denmark
64,158784,4,0,0,40,Denmark
96,67222,13,0,0,45,Denmark
76,201723,14,0,1902,40,Denmark
54,267408,9,0,0,15,Denmark
98,168191,10,0,0,40,Denmark
89,105444,8,0,0,39,Denmark
92,156728,13,0,0,40,Denmark
54,148600,9,0,0,40,Denmark
78,19914,10,0,0,40,Denmark
63,190767,13,0,0,40,Denmark
44,233955,14,0,0,45,Denmark
75,30381,13,0,0,45,Denmark
83,187069,9,0,0,45,Denmark
52,367314,9,0,0,40,Denmark
74,101119,9,0,0,70,Denmark
58,86551,13,0,0,48,Denmark
45,218995,10,0,0,42,Denmark
39,57711,9,0,0,30,Denmark
62,303521,10,0,0,40,Denmark
43,199067,9,0,0,40,Denmark
44,247445,9,0,0,45,Denmark
87,186078,14,0,0,50,Denmark
97,77634,11,0,0,42,Denmark
41,180060,14,6849,0,90,Denmark
96,56482,10,0,0,40,Denmark
67,314177,9,0,0,40,Denmark
87,239755,13,0,0,38,Denmark
95,377680,11,0,0,50,Denmark
65,134960,13,15024,0,35,Denmark
65,294493,13,0,0,40,Denmark
96,32616,9,0,1719,16,Denmark
78,182655,13,0,0,45,Denmark
95,52267,9,0,0,72,Denmark
68,117963,13,0,0,40,Denmark
89,98881,7,0,0,32,Denmark
57,196963,4,0,0,30,Denmark
50,166988,13,0,0,40,Denmark
90,193459,10,0,0,60,Denmark
67,182342,10,0,0,55,Denmark
95,496743,13,0,0,40,Denmark
96,154781,9,0,0,40,Denmark
38,219371,9,0,0,35,Denmark
42,99179,7,0,0,40,Denmark
60,224910,9,0,0,40,Denmark
50,304651,9,0,0,60,Denmark
94,349689,9,0,0,40,Denmark
62,106850,6,0,0,40,Denmark
44,196328,9,0,0,45,Denmark
65,169323,13,0,0,40,Denmark
46,162924,13,0,0,60,Denmark
36,34037,9,0,0,70,Denmark
52,167651,9,0,0,40,Denmark
46,197384,10,0,0,10,Denmark
55,251795,10,0,0,50,Denmark
37,266081,9,0,0,40,Denmark
82,165309,13,0,0,40,Denmark
79,215873,6,0,0,45,Denmark
78,133938,14,27828,0,50,Denmark
49,159816,13,99999,0,20,Denmark
62,228424,9,0,0,40,Denmark
57,195576,7,0,0,40,Denmark
44,105200,9,6767,0,20,Denmark
68,167350,10,3103,0,40,Denmark
81,52199,9,0,0,40,Denmark
98,171338,10,99999,0,50,Denmark
44,120173,11,3103,0,50,Denmark
44,158762,6,0,0,20,Denmark
44,169818,9,0,0,40,Denmark
53,288419,6,0,0,40,Denmark
36,207546,7,0,0,40,Denmark
58,147707,9,0,2339,40,Denmark
64,228373,6,0,0,30,Denmark
53,193882,10,7688,0,40,Denmark
79,31033,13,7298,0,40,Denmark
65,272950,9,0,0,40,Denmark
56,183523,6,0,0,40,Denmark
61,238415,13,0,0,50,Denmark
68,19302,12,2202,0,38,Denmark
87,339671,13,8614,0,45,Denmark
97,103260,14,0,0,35,Denmark
78,79331,14,15024,0,40,Denmark
85,135056,12,0,0,40,Denmark
98,142723,3,0,0,40,Denmark
65,188569,5,0,0,40,Denmark
42,57322,12,0,0,40,Denmark
84,178309,5,0,0,50,Denmark
80,166107,14,0,0,40,Denmark
71,53042,10,0,0,40,Denmark
89,155343,9,3103,0,40,Denmark
95,35595,13,0,0,40,Denmark
95,429507,12,0,0,40,Denmark
44,159670,9,0,0,40,Denmark
65,151210,4,0,0,40,Denmark
88,186792,13,0,0,40,Denmark
40,204640,10,0,0,40,Denmark
98,87205,9,0,0,38,Denmark
90,112847,15,0,0,40,Denmark
39,107306,9,2174,0,40,Denmark
52,211319,14,0,0,38,Denmark
35,183606,7,0,0,40,Denmark
62,205390,9,0,0,49,Denmark
76,232871,4,2228,0,10,Denmark
72,101017,9,0,0,38,Denmark
56,114495,9,0,0,60,Denmark
93,183898,11,7298,0,50,Denmark
35,163921,13,0,0,56,Denmark
56,311764,7,0,0,35,Denmark
64,188330,9,0,0,40,Denmark
65,267174,9,0,0,40,Denmark
43,36228,9,0,1902,40,Denmark
35,199739,9,0,0,40,Denmark
59,185407,9,0,0,40,Denmark
45,206139,13,0,0,50,Denmark
68,282063,4,0,0,40,Denmark
57,332379,4,0,0,40,Denmark
58,418324,10,0,0,36,Denmark
93,263338,10,0,0,45,Denmark
92,158948,9,0,0,84,Denmark
49,221532,13,0,0,40,Denmark
98,202920,9,99999,0,40,Denmark
59,118909,9,0,0,35,Denmark
98,286469,10,0,0,30,Denmark
41,191914,9,0,0,55,Denmark
80,142766,10,0,0,10,Denmark
65,198744,9,0,0,40,Denmark
48,272780,10,0,0,24,Denmark
60,219553,14,0,0,38,Denmark
44,261232,9,0,0,40,Denmark
62,64292,9,0,0,40,Denmark
53,312131,14,0,0,40,Denmark
99,30713,9,0,0,30,Denmark
94,246439,10,0,0,40,Denmark
57,338105,13,0,0,40,Denmark
62,228243,10,0,0,44,Denmark
89,62463,10,0,1579,40,Denmark
92,31603,13,0,0,40,Denmark
67,165054,11,0,0,40,Denmark
38,121618,4,0,0,40,Denmark
86,273194,9,3325,0,40,Denmark
46,163665,10,0,0,40,Denmark
39,538319,10,0,0,40,Denmark
87,238246,13,0,0,40,Denmark
93,244665,9,5178,0,45,Denmark
63,131811,9,0,0,40,Denmark
37,231777,14,0,0,30,Denmark
45,156807,5,0,0,36,Denmark
53,236861,13,0,0,50,Denmark
87,229842,9,0,0,45,Denmark
99,190057,13,0,0,40,Denmark
37,55076,14,0,0,60,Denmark
46,152545,9,0,0,8,Denmark
66,153434,9,0,0,24,Denmark
65,171095,12,0,0,35,Denmark
44,239322,9,0,0,40,Denmark
96,138999,10,0,0,40,Denmark
42,95450,13,5178,0,50,Denmark
53,176520,9,0,0,40,Denmark
70,72338,9,0,0,54,Denmark
40,386261,13,0,0,15,Denmark
47,235722,10,0,0,20,Denmark
91,128884,9,0,0,48,Denmark
65,187226,5,0,0,25,Denmark
85,298332,13,0,0,45,Denmark
44,173607,6,0,0,40,Denmark
68,226756,9,0,0,40,Denmark
81,157887,10,0,0,65,Denmark
50,171111,13,0,0,37,Denmark
94,126314,10,0,0,10,Denmark
58,174018,10,0,0,40,Denmark
71,144778,10,0,0,45,Denmark
89,201522,13,0,0,60,Denmark
55,22966,13,0,0,35,Denmark
76,399088,10,0,0,45,Denmark
78,282202,9,0,0,40,Denmark
66,102606,13,0,0,40,Denmark
47,246862,9,0,0,40,Denmark
75,508336,13,0,0,48,Denmark
38,263431,10,0,0,40,Denmark
62,235733,9,0,0,45,Denmark
53,107910,9,0,0,40,Denmark
99,184425,10,0,0,99,Denmark
90,143062,9,0,0,40,Denmark
77,199545,10,0,0,15,Denmark
44,197015,9,0,0,45,Denmark
66,149617,10,0,0,16,Denmark
74,33610,9,0,0,40,Denmark
70,192002,14,0,0,55,Denmark
59,67791,10,0,0,40,Denmark
88,445382,13,0,0,45,Denmark
41,112283,13,0,0,55,Denmark
60,157249,7,0,0,40,Denmark
38,109872,9,0,0,45,Denmark
58,119838,13,0,0,50,Denmark
77,149943,10,0,1590,40,Denmark
42,27012,4,0,0,50,Denmark
85,91666,9,0,0,50,Denmark
58,270276,9,0,0,40,Denmark
62,179271,10,0,0,50,Denmark
63,161819,9,0,0,40,Denmark
68,339681,14,1506,0,45,Denmark
86,219897,14,0,0,50,Denmark
58,91683,6,0,0,35,Denmark
53,188834,5,0,0,50,Denmark
61,187046,7,0,0,45,Denmark
83,191807,9,0,0,48,Denmark
67,179951,15,0,0,40,Denmark
47,324420,2,0,0,45,Denmark
64,66632,10,0,0,40,Denmark
66,121718,14,0,1902,60,Denmark
39,162034,13,0,0,70,Denmark
96,218990,11,0,0,46,Denmark
55,125863,13,0,0,35,Denmark
72,225330,13,0,0,40,Denmark
49,120426,9,0,0,40,Denmark
69,119741,14,0,0,40,Denmark
98,32000,10,0,0,18,Denmark
92,124242,10,0,0,40,Denmark
40,278581,13,0,0,40,Denmark
83,230224,13,0,0,55,Denmark
54,204374,13,0,1741,48,Denmark
40,188386,9,0,1628,45,Denmark
47,164922,9,0,0,40,Denmark
47,195176,14,0,0,80,Denmark
40,166740,10,0,0,48,Denmark
85,156008,7,0,0,40,Denmark
94,162551,4,0,0,48,Denmark
57,211231,9,0,0,48,Denmark
95,169990,9,0,0,40,Denmark
70,221832,13,0,0,45,Denmark
93,255454,13,0,0,40,Denmark
90,28160,13,0,0,40,Denmark
43,159219,13,0,0,40,Denmark
62,103148,9,0,0,40,Denmark
76,165186,10,0,0,45,Denmark
47,31782,6,0,0,40,Denmark
56,249101,9,0,0,40,Denmark
48,243190,9,7688,0,40,Denmark
88,153405,7,0,0,25,Denmark
93,329980,14,0,2415,60,Denmark
43,176079,14,0,0,40,Denmark
50,218542,9,0,0,40,Denmark
43,303446,13,0,0,25,Denmark
77,102606,14,0,0,40,Denmark
37,483201,13,0,0,40,Denmark
65,144608,9,0,0,6,Denmark
82,226013,13,0,0,40,Denmark
98,165475,9,0,0,40,Denmark
88,263637,6,0,0,40,Denmark
71,201495,7,0,0,35,Denmark
87,213720,9,0,0,40,Denmark
70,170483,9,0,0,38,Denmark
90,214303,13,0,0,50,Denmark
99,190511,10,0,0,40,Denmark
98,242150,9,0,0,38,Denmark
35,159755,14,0,0,40,Denmark
39,147629,14,15024,0,45,Denmark
44,268022,13,0,0,50,Denmark
51,188711,13,0,0,20,Denmark
37,452205,9,0,0,36,Denmark
89,260847,10,0,0,30,Denmark
95,291374,9,0,0,40,Denmark
66,189933,6,0,0,40,Denmark
45,133969,9,0,0,50,Denmark
96,330664,10,0,0,40,Denmark
55,672412,7,0,0,40,Denmark
53,122999,14,8614,0,40,Denmark
75,111415,9,0,0,55,Denmark
64,217235,9,0,0,20,Denmark
41,121956,13,13550,0,40,Denmark
74,120172,13,0,0,40,Denmark
38,343403,10,0,0,40,Denmark
36,104790,7,0,0,50,Denmark
82,473547,6,0,0,40,Denmark
58,260106,15,0,0,50,Denmark
56,168232,9,0,0,40,Denmark
47,348491,13,0,0,40,Denmark
46,24106,9,3103,0,40,Denmark
72,197553,10,7688,0,50,Denmark
82,421065,9,0,0,48,Denmark
39,138852,10,0,0,45,Denmark
56,169631,12,0,0,3,Denmark
53,379412,9,0,0,50,Denmark
87,181992,10,0,0,35,Denmark
75,365640,9,0,0,45,Denmark
75,236564,9,0,0,40,Denmark
88,363418,10,0,0,70,Denmark
73,112351,9,0,0,38,Denmark
88,204704,13,0,0,45,Denmark
39,54611,10,0,0,50,Denmark
79,128132,9,0,0,60,Denmark
85,30599,14,0,0,50,Denmark
45,379522,13,0,0,55,Denmark
95,196504,9,0,0,38,Denmark
99,82552,9,0,0,35,Denmark
66,104024,10,0,0,40,Denmark
71,293114,9,1409,0,40,Denmark
59,74141,5,0,0,48,Denmark
48,192337,13,0,0,50,Denmark
79,262478,9,0,0,30,Denmark
59,185072,10,0,0,40,Denmark
86,296045,4,2635,0,38,Denmark
45,246595,9,0,0,70,Denmark
41,54472,10,0,0,50,Denmark
55,331065,13,0,1408,40,Denmark
38,161708,10,0,0,20,Denmark
86,264936,10,0,0,40,Denmark
96,113545,13,0,0,40,Denmark
97,212237,13,0,1740,45,Denmark
72,170430,15,0,0,80,Denmark
46,173806,14,4865,0,60,Denmark
39,370890,9,0,2258,40,Denmark
89,505119,14,0,0,40,Denmark
55,193089,7,0,0,40,Denmark
54,33432,12,0,0,40,Denmark
41,103110,16,0,0,40,Denmark
99,160362,10,0,0,40,Denmark
63,204621,12,0,0,40,Denmark
61,35309,13,0,0,40,Denmark
49,154373,13,0,0,50,Denmark
76,194772,11,0,0,40,Denmark
84,154410,9,0,0,40,Denmark
81,220563,10,0,0,40,Denmark
89,253354,14,0,0,50,Denmark
38,211699,12,0,1485,40,Denmark
70,167501,10,20051,0,10,Denmark
49,229732,11,0,0,40,Denmark
54,185465,9,0,0,40,Denmark
60,335764,7,0,0,35,Denmark
98,460046,9,0,0,42,Denmark
49,33487,10,0,0,40,Denmark
52,176924,6,0,0,38,Denmark
67,213307,10,0,0,40,Denmark
89,83893,10,0,0,40,Denmark
61,194102,13,0,0,40,Denmark
75,238611,4,0,0,38,Denmark
48,113597,10,0,0,16,Denmark
43,208406,13,0,0,60,Denmark
98,274528,13,0,0,70,Denmark
91,60116,6,0,0,10,Denmark
44,196816,9,0,0,30,Denmark
94,166368,10,0,0,40,Denmark
51,303954,9,0,1848,42,Denmark
71,99386,13,0,0,40,Denmark
81,188569,10,0,0,20,Denmark
66,302868,13,0,0,50,Denmark
68,283342,7,0,0,20,Denmark
62,233777,10,0,0,50,Denmark
67,170038,9,0,0,40,Denmark
85,261319,4,0,0,40,Denmark
66,367237,11,8614,0,40,Denmark
65,126838,9,0,0,40,Denmark
84,354104,9,0,0,30,Denmark
83,176321,8,0,0,40,Denmark
37,85129,9,0,0,40,Denmark
51,376474,10,0,0,32,Denmark
49,62507,13,0,0,40,Denmark
63,111252,14,0,1977,40,Denmark
57,156889,10,0,0,40,Denmark
50,549430,9,0,0,40,Denmark
47,29696,9,0,0,40,Denmark
91,98837,9,0,0,40,Denmark
69,86150,13,0,0,30,Denmark
81,204991,10,0,0,44,Denmark
97,371886,13,0,0,46,Denmark
89,103605,7,0,0,40,Denmark
47,54851,9,0,0,40,Denmark
35,133050,10,0,0,40,Denmark
77,126569,10,0,0,40,Denmark
94,144259,9,0,0,40,Denmark
82,161482,9,0,0,38,Denmark
92,305449,10,0,0,40,Denmark
52,125010,9,0,0,45,Denmark
86,304133,10,0,0,45,Denmark
61,120617,9,0,0,40,Denmark
93,157747,13,0,0,40,Denmark
64,297396,10,0,0,60,Denmark
75,121287,9,0,0,45,Denmark
44,308493,9,0,0,17,Denmark
56,49115,14,0,0,60,Denmark
46,208302,12,0,0,38,Denmark
64,304032,9,0,0,36,Denmark
73,207301,9,0,0,40,Denmark
59,123211,9,0,0,44,Denmark
44,33521,12,0,0,45,Denmark
86,410351,13,0,0,40,Denmark
84,410034,10,0,0,50,Denmark
84,175339,13,0,0,47,Denmark
42,27937,10,0,0,36,Denmark
42,168211,10,0,1485,40,Denmark
68,125680,13,0,0,16,Denmark
45,160829,9,0,0,46,Denmark
84,266529,10,0,0,45,Denmark
45,115023,14,0,0,4,Denmark
46,224149,13,0,0,40,Denmark
42,150930,11,0,0,40,Denmark
35,343699,9,0,0,40,Denmark
53,172826,10,99999,0,55,Denmark
81,163392,10,0,0,40,Denmark
78,103810,8,0,0,40,Denmark
42,213821,9,0,1887,40,Denmark
75,211265,10,0,0,35,Denmark
47,160586,9,0,0,40,Denmark
81,146454,10,5556,0,40,Denmark
55,203277,9,0,0,60,Denmark
98,309895,10,0,0,40,Denmark
86,26522,10,0,1902,35,Denmark
76,103809,9,0,0,40,Denmark
93,90291,13,0,0,40,Denmark
65,181761,10,0,0,10,Denmark
43,35330,9,0,1669,55,Denmark
67,135776,14,0,0,30,Denmark
68,188172,16,0,0,5,Denmark
50,179579,9,0,0,40,Denmark
41,193626,9,0,0,53,Denmark
94,108887,9,0,0,40,Denmark
76,199070,9,0,0,16,Denmark
45,441591,13,0,0,40,Denmark
72,185254,3,0,0,40,Denmark
80,109307,9,0,0,45,Denmark
70,81853,10,0,0,15,Denmark
80,23621,9,0,0,70,Denmark
57,145178,9,0,0,38,Denmark
90,30575,10,0,0,50,Denmark
40,130620,7,0,0,40,Denmark
86,22155,14,0,0,60,Denmark
49,106437,9,0,0,40,Denmark
68,79787,14,0,0,25,Denmark
74,326857,11,5013,0,40,Denmark
44,81853,9,0,0,40,Denmark
72,120933,10,0,0,40,Denmark
55,153143,10,0,0,40,Denmark
94,27669,9,0,0,28,Denmark
35,105444,13,0,0,50,Denmark
59,169785,14,0,0,38,Denmark
93,122493,9,0,0,40,Denmark
99,242670,10,0,0,40,Denmark
67,54933,14,0,0,40,Denmark
98,209317,9,0,0,40,Denmark
56,282631,9,0,0,40,Denmark
49,98044,7,0,0,40,Denmark
38,187487,9,0,0,40,Denmark
84,60186,13,0,0,40,Denmark
60,75648,10,0,0,55,Denmark
38,201175,7,0,0,40,Denmark
55,19302,10,0,0,48,Denmark
56,300812,10,0,0,30,Denmark
42,146659,14,0,1887,35,Denmark
75,101887,6,0,0,70,Denmark
56,117778,7,0,0,40,Denmark
89,60726,10,0,0,40,Denmark
69,201763,13,0,0,50,Denmark
68,119253,14,15024,0,65,Denmark
87,121124,3,0,0,55,Denmark
65,220132,9,7298,0,40,Denmark
80,60639,10,0,0,37,Denmark
80,195262,7,0,0,17,Denmark
89,113544,13,0,0,55,Denmark
85,331650,9,0,0,8,Denmark
86,100587,10,0,0,15,Denmark
35,298130,9,0,0,40,Denmark
44,242391,13,0,0,40,Denmark
66,197867,11,0,0,50,Denmark
48,151977,6,0,0,30,Denmark
45,277347,9,0,0,50,Denmark
85,125249,9,0,0,40,Denmark
61,222142,9,0,0,40,Denmark
76,270194,5,0,0,40,Denmark
46,169995,9,0,0,48,Denmark
82,359155,13,0,0,40,Denmark
42,123992,10,0,0,45,Denmark
40,266080,9,0,0,35,Denmark
53,201531,12,0,0,40,Denmark
62,179704,13,0,0,45,Denmark
89,393673,12,0,0,50,Denmark
65,244147,13,0,0,40,Denmark
92,438696,14,0,0,5,Denmark
94,207568,4,0,0,75,Denmark
63,54052,14,0,0,68,Denmark
85,187581,9,0,0,40,Denmark
89,77102,14,0,0,40,Denmark
96,353010,13,0,0,65,Denmark
38,54131,10,0,0,30,Denmark
86,39890,10,0,0,18,Denmark
62,156877,7,0,0,70,Denmark
75,355686,10,0,0,40,Denmark
62,300168,8,0,0,40,Denmark
85,488720,5,0,0,40,Denmark
90,157287,13,0,0,40,Denmark
72,184659,9,0,0,40,Denmark
58,214169,10,0,0,40,Denmark
76,192149,13,0,0,40,Denmark
38,137253,13,0,0,40,Denmark
44,373050,9,0,0,40,Denmark
79,90377,11,6767,0,60,Denmark
59,183151,12,0,0,60,Denmark
55,227158,13,0,0,40,Denmark
52,34021,13,0,0,50,Denmark
44,165148,9,0,0,12,Denmark
40,211668,9,0,0,40,Denmark
78,358886,9,0,0,40,Denmark
56,47707,9,0,0,40,Denmark
98,306982,13,0,0,60,Denmark
41,52590,9,0,0,40,Denmark
59,179352,10,0,0,35,Denmark
85,158156,9,0,0,42,Denmark
73,70055,9,0,0,40,Denmark
53,131852,3,0,0,30,Denmark
53,177825,9,1055,0,40,Denmark
40,127215,10,0,0,48,Denmark
58,175183,10,0,0,40,Denmark
44,142287,14,0,0,50,Denmark
51,221324,9,0,0,40,Denmark
54,227602,9,0,0,37,Denmark
89,228452,6,0,0,30,Denmark
90,39380,9,0,0,35,Denmark
45,96862,10,0,0,8,Denmark
44,336360,4,0,0,40,Denmark
47,257644,7,0,0,40,Denmark
42,235853,13,0,0,22,Denmark
59,270577,9,0,0,40,Denmark
89,222900,13,0,0,50,Denmark
47,99254,12,0,0,40,Denmark
49,224763,4,0,0,40,Denmark
89,174056,13,15024,0,40,Denmark
58,127306,13,0,0,40,Denmark
64,339506,9,0,0,40,Denmark
61,178322,11,0,0,50,Denmark
59,189843,4,0,0,40,Denmark
90,160815,11,0,0,40,Denmark
72,207665,9,0,0,40,Denmark
79,160402,13,0,0,55,Denmark
60,170263,10,0,0,40,Denmark
64,184659,10,0,0,52,Denmark
97,338320,15,0,1977,50,Denmark
69,101017,4,0,0,40,Denmark
81,204322,11,0,0,40,Denmark
35,241350,12,0,0,45,Denmark
61,217994,10,0,0,40,Denmark
95,128143,10,0,0,40,Denmark
38,164065,14,0,0,18,Denmark
40,78866,9,0,0,40,Denmark
59,236769,10,0,0,40,Denmark
78,239539,13,0,0,40,Denmark
38,34028,13,0,0,48,Denmark
48,207847,10,0,0,40,Denmark
49,175935,16,0,0,55,Denmark
52,218445,10,0,0,40,Denmark
92,215833,9,0,0,40,Denmark
66,156976,11,0,0,40,Denmark
35,220647,13,0,0,45,Denmark
91,218343,9,0,0,25,Denmark
53,241431,14,7298,0,40,Denmark
77,123983,13,0,1741,40,Denmark
37,73289,9,0,0,40,Denmark
75,408623,13,0,0,50,Denmark
52,169180,11,0,0,40,Denmark
97,54929,10,0,0,60,Denmark
86,306779,11,0,0,35,Denmark
38,159549,10,0,0,50,Denmark
74,482082,8,0,0,21,Denmark
37,286101,9,0,0,37,Denmark
66,167955,9,0,0,40,Denmark
65,209040,13,0,0,40,Denmark
94,105017,9,0,0,40,Denmark
54,27776,11,0,0,40,Denmark
96,242941,10,0,1602,10,Denmark
35,118853,10,0,0,40,Denmark
89,119565,9,0,0,40,Denmark
60,196827,10,0,1902,40,Denmark
42,275361,12,0,0,35,Denmark
40,225193,9,0,0,40,Denmark
98,329783,6,0,0,10,Denmark
36,107411,15,0,0,70,Denmark
66,258490,10,0,0,20,Denmark
39,120243,7,0,0,27,Denmark
47,219509,9,0,0,40,Denmark
75,29174,13,0,0,40,Denmark
41,40083,16,0,0,40,Denmark
78,87528,13,0,0,45,Denmark
65,116379,14,0,0,55,Denmark
36,216214,13,0,0,35,Denmark
58,268051,10,0,0,25,Denmark
38,121718,9,0,0,24,Denmark
96,201901,9,0,1719,15,Denmark
98,109089,9,0,0,37,Denmark
86,346382,7,0,0,15,Denmark
64,284129,10,0,0,40,Denmark
72,143030,9,0,0,40,Denmark
87,212619,11,0,0,40,Denmark
41,199011,9,0,0,20,Denmark
62,118901,13,0,0,45,Denmark
40,129865,9,0,0,60,Denmark
88,157900,10,0,0,40,Denmark
54,349341,13,0,0,60,Denmark
80,158685,9,0,0,40,Denmark
97,386585,10,0,0,60,Denmark
52,52386,10,0,0,35,Denmark
96,246891,13,0,1902,40,Denmark
77,190385,13,0,0,40,Denmark
89,37869,10,0,0,40,Denmark
90,217807,10,0,0,35,Denmark
